FEN,Move
r1q2rk1/pp3ppp/2p2b2/4p3/2B1P1b1/2P1Q1N1/PP3PPP/RN3RK1 b - - 7 14,c8d8
rq2r1k1/pb3pp1/np5p/1N6/1P2p3/P3P1P1/1Q3PBP/3R1RK1 b - - 0 21,e8e6
2b3k1/5pp1/p3pn1p/p2p4/2pP4/q1P2B2/P1PQ1PPP/R5K1 w - - 0 19,a1b1
2b1r1k1/p1p3pp/1p1p4/3Pr1q1/2P1pR2/2P1Q1R1/P1B3PP/6K1 b - - 1 26,g5e7
5rk1/p2n1pqp/2bQp1p1/3pP3/3P4/5R2/1PP1B1PP/5RK1 b - - 6 21,d7b8
r4knr/ppN5/3p4/4p2p/2BnP1p1/3P3q/PPPQ2K1/R1B5 w - - 1 16,g2g1
1r4rk/p3q3/2p1bnpp/3p3P/1b1P4/2NBP1RP/1PQ2P2/2K3R1 w - - 0 25,g3g6
r1b1kb1r/pp2pppp/1qnp1n2/8/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 6,e7e5
r1b1k2r/3n1pb1/p2p3p/qppPp1p1/2P1P3/1PN3Pn/P1B1NP1B/R2Q1RK1 w kq - 0 17,g1g2
8/5p1p/5kp1/2P5/8/4P2b/r6r/2RR2K1 w - - 0 31,e3e4
8/pr1k1pp1/1p4p1/3P4/1NP3n1/4P1P1/PP5r/2KR2R1 b - - 0 23,d7d6
rn1q1rk1/pbp1npbp/1p4p1/3p4/3PP3/3B1N1P/PP1N1PP1/R1BQ1RK1 w - - 0 10,f1e1
r6k/ppp1Q2p/3p2p1/8/4Pq2/3P4/PP3PPP/R4RK1 b - - 0 18,a7a5
4r1k1/p2b3p/2pq2p1/3p4/4r1P1/PN5P/1PPQ4/2KR3R w - - 0 25,d2a5
r3r1k1/ppp4R/5qPK/4n3/7P/8/8/8 w - - 1 36,h7h8
r6k/p2b3p/2p2p2/3p1p2/3P1Nr1/3B2P1/PP3P2/4RR1K b - - 2 25,a8f8
r1b1k2r/2q3p1/p1p2p2/2pp4/4P3/1P2PQp1/PBP2P1K/RN3R2 w kq - 0 18,h2g1
5rk1/pp4Rp/2bqprnp/3p4/1P1P4/P2B1N2/3QNPPP/2R3K1 b - - 0 20,g8g7
3n1rk1/p1p1qppp/4p3/8/b2Pp3/2P1P1P1/PQ1N1PP1/R3K2R b KQ - 1 17,e6e5
2r2rk1/pp1n1ppp/3qpn2/3p2B1/3P4/3Q1NP1/PPP2P1P/R4RK1 w - - 0 14,c2c3
rnb1kb1r/pp3ppp/2p4n/3Pp1B1/7P/3P1P2/P1P3P1/3K1BNR b kq - 0 10,h6g4
5r2/p7/2Q5/3p2k1/8/PP2r3/6PK/8 b - - 0 36,f8d8
r1b1r1k1/pppn1pbp/6p1/4p3/8/1NP1P1B1/PP3PPP/3R1RK1 w - - 1 16,d1d2
6k1/pp3pp1/2p2n1p/4p3/1P2P3/P1Rr1P2/4NKPP/2R5 b - - 3 23,d3d8
6nk/pp4p1/6Qp/qP2N3/P1p3PP/2N5/5P2/6K1 b - - 2 38,g8f6
2r3k1/p4p1p/Q1r1p1p1/3n4/2N3P1/1P6/P3RP1P/3R2K1 w - - 1 28,a6a7
r1bq1rk1/1p2bppp/p1n5/3n4/8/2NB2Q1/PP3PPP/R1B1K1NR w KQ - 0 12,g1e2
r4r2/pppq2kp/3p1p2/5p2/4n2N/2QBP2P/P1P2PP1/R3K2R w KQ - 4 20,d3e4
rnbqkb1r/pppp2pp/8/5p2/2Bpn3/2P5/PP2QPPP/RNB1K1NR w KQkq - 0 6,f2f3
r2r3k/2Q1p2p/5bpB/5p2/2B5/7P/P4PP1/6K1 b - - 0 25,d8c8
rn1qk2r/ppp2ppp/3bpn2/3p3b/6P1/4PN1P/PPPP1PB1/RNBQR1K1 b kq - 0 8,h5g6
r2qr1k1/ppp2pp1/1bn1bn1p/3pp3/3PP3/2PB1N1P/PP3PP1/R1BQRNK1 w - - 0 12,e4d5
2r1r1k1/pb3pbp/1pn1p1pq/3p3n/3P4/P1P1BNNP/BP4P1/1R1QR1K1 b - - 5 24,h5f4
r1bq1r2/1pp1nppk/p2p1n1p/2b1p3/4P2N/1BPP2N1/PP3PPP/R1BQK2R w KQ - 6 11,e1g1
rnb2rk1/2q2pp1/2pb3p/p3p3/1p2P3/1B2BQ1P/PPP2PP1/2KR2NR w - - 0 16,e3h6
1k2r2r/pbp5/1p3p2/8/3N4/4KPq1/PPP1P2p/R6R w - - 2 29,e3d3
r1bqk1nr/ppp3pp/1bp5/5P2/N2p4/5N2/PPP2PPP/R1BQK2R b KQkq - 0 8,d8e7
r3k2r/pp2b1p1/6n1/1Pp1p2q/P1P3n1/3P1NP1/1BQ3BP/4RRK1 w kq - 3 26,h2h3
6k1/5p1p/6p1/2RP4/5P2/1r6/7P/4R1K1 w - - 0 40,c5c8
7k/2qpn1b1/Q1p3pp/2P1pr2/4N3/4B3/P2R1PPP/6K1 w - - 2 25,a6b6
r1Bqk2r/ppp2ppp/8/4p2Q/4P3/3P2b1/PPPN4/R1B4K b kq - 1 15,d8c8
2rq1rk1/3n1ppp/p7/3Q2b1/8/4P3/PP3PPP/RN2K2R b KQ - 0 15,c8c1
r3kb1r/1ppbqp2/p1n1p1pp/3p3Q/B2P4/2N1B3/PPP2PPP/2KR3R w kq - 0 14,h5f3
8/5r1k/2p3bp/p2p4/6Q1/2P4P/P4rRK/8 b - - 5 40,f2g2
r1b1kb1r/ppp1qppp/3p1n2/4n3/8/4PN2/PPPNBPPP/R1BQK2R w KQkq - 2 7,c2c4
8/8/7K/5k2/8/6r1/8/8 w - - 18 60,h6h7
5k2/5p1K/2p2Q2/2p1pP2/P6R/P1q5/8/8 w - - 27 49,f6d8
r4rk1/5p1p/2R3pP/8/1p3Q2/8/5PP1/q5K1 w - - 0 37,c6c1
8/4nk2/r2b4/5p1p/6pP/6P1/5B2/5K2 b - - 2 52,a6a2
r2qr1k1/p1p2pp1/2pp1n1p/2b2b2/4P3/2NB3P/PPP1QPP1/R1B1R1K1 b - - 7 12,f5e4
r1b1kb1r/ppq2pp1/2p2n1p/2n1p3/2B1P3/2N2N1P/PPPBQPP1/R4RK1 w kq - 4 11,f1d1
8/5p2/1k2p1pp/p2bP2P/3N1PP1/2K5/8/8 b - - 0 45,g6h5
r1bqkb2/pp4pr/2p2nNp/3p3Q/3Pp3/2P3P1/PP3P1P/RNB1K2R w q - 2 15,h5e5
r7/ppp1kp2/2n1p3/6p1/2P4p/6P1/PP3N2/2K1R2R b - - 0 22,h4g3
r4rk1/p1p2p1p/4b1p1/5q2/PN2n3/2P1B2P/2P2PP1/R2Q1RK1 w - - 1 19,b4c6
b7/p4R1p/1p1k4/2p2Qq1/3p4/P2P4/BPP2PPP/6K1 b - - 0 28,g5g2
2rr4/pp3k2/5p2/3p1pp1/3Pn2p/2P1P2P/PP3PPB/R4RK1 w - - 2 20,f1c1
rnb1k2r/ppp2pp1/4p2p/8/2Bq4/2N2Q2/PPP2PPP/R4RK1 b kq - 1 11,d4c4
r3kb1r/pp3ppp/q1p1pn2/3p1b2/3P1B2/2NPPN2/PPQ2PPP/3RK2R b Kkq - 1 11,f6h5
2kr1r2/pbp1RP1p/6p1/8/1BB5/3p4/P4PPP/1R4K1 b - - 4 26,d3d2
r7/8/4p1pk/p7/6Nr/1P1P1n2/PB6/2K3R1 b - - 5 44,h6g5
4r1k1/4Pp2/b3p3/6p1/1p2p3/4P2P/5RP1/1R5K b - - 0 36,e8e7
r1b2rk1/p1pq1pbp/2p3p1/3pP3/3PNB2/5N2/PPP2PPP/R2Q1RK1 b - - 0 12,d5e4
2r3k1/pp3p1p/6p1/5p2/8/2P5/P4PPP/3rR1K1 w - - 0 29,e1d1
r4rk1/2nqbpp1/p2p1n1p/2pP4/Pp2P3/1PNQBN1P/5PP1/2R2RK1 w - - 0 18,c3e2
5r1k/5pp1/p3p2p/4P3/R5Q1/q4P2/5P1P/6K1 b - - 1 30,a3d3
2r1r1k1/2qbbppp/p3p3/1pPp4/1P1Nn3/P3PB2/1BQ2PPP/2R2RK1 b - - 7 22,e6e5
5rk1/5pb1/6pp/P7/4p1nP/7N/1Pq2PP1/R1B1Q1K1 b - - 0 26,f8d8
6k1/7p/8/1p6/pBbR4/2P3K1/1P4P1/1q5r b - - 9 49,b1e1
8/6p1/8/6p1/b2p2P1/4k3/2p5/2K2B2 b - - 5 48,d4d3
r1b2rk1/pp3ppp/1nN1p3/8/1bP5/1PN5/PB2BPPP/3RK2R b K - 0 13,b7c6
r4rk1/ppq2ppp/3b1n2/3pn3/6b1/P1N1PNB1/1P2BPPP/R2Q1RK1 b - - 3 13,c7e7
8/p1kb4/1bn1p3/7P/8/2Q5/P5P1/7K w - - 1 39,h5h6
r2q3k/1p4p1/ppnp1r1p/3Q4/1P2P3/P4N1P/5PP1/R2R2K1 w - - 3 21,a1c1
rn2kr2/p2p3p/bp4p1/2pN4/3qP3/5PP1/PPP1B1QP/R3K2R w KQq - 2 16,c2c3
2k3rr/p1n2p2/Pp1pq2p/1Pp1p3/K1N1PpPb/2NP1Q1P/2P2P2/3R2R1 w - - 11 24,d1b1
6n1/p7/bk1B4/2p4p/1p2B3/8/PPPN1qPP/2KR1R2 b - - 1 24,a6f1
r1bqk1nr/3p1ppp/p1n1p3/1pb5/4P3/1B3N2/PPPB1PPP/RN1QK2R b KQkq - 1 7,g8f6
r4rk1/p1p1bppp/4pq2/1Qp5/8/1P6/P2R1PPP/4R1K1 b - - 0 20,a8b8
r3nrk1/2pbqpb1/p1n1p2p/2PpP1p1/3P4/P1N1BP2/2B1N1PP/R2Q1R1K b - - 0 16,g7h8
3k3r/2p2ppp/b2pq2n/2b1p3/2N1P3/5N2/P1PP1PPP/R1B1K2R b KQ - 1 14,e6c4
3rkb2/p3q3/bp3p2/6p1/5Q2/nP4P1/P2NPP2/4RKN1 w - - 0 22,f4g4
rbbqk1nr/3p2pp/n1p1pp2/1p2P3/3P1P2/P1N2N2/1P2B1PP/R1BQ1RK1 b kq - 1 11,f6f5
r1bq1rk1/ppn2ppp/2p1pn2/8/2pPP3/P1P2NP1/2QB1PBP/R4RK1 w - - 1 13,f3e5
5rk1/1p1b2pp/p3p3/2qP4/2B1Q3/1P5P/P5P1/2R3K1 w - - 0 26,g1h1
8/1p6/p5K1/8/8/Pk6/2p3P1/Q7 b - - 1 40,b3c4
rnb2q1k/ppp1p1bp/5np1/8/3P4/1BN5/PP3PPP/R1BQK2R b KQ - 2 13,c8f5
r1b1k2r/p1p3pp/2pq1p2/3pp3/3Pn3/2PBP3/PP1N1PPP/R2QK2R w KQkq - 0 11,d3e4
8/8/3Kp1kp/8/p7/2b5/6b1/r7 w - - 0 49,d6e7
3n4/2RP4/1k5p/4P3/1p6/1r6/K7/2R5 b - - 1 58,b3a3
2r1qrk1/pb1n1pbp/1p2p1p1/3B2B1/8/2P2NN1/PPQ2PPP/4RRK1 b - - 0 16,b7d5
4kbnr/1b2pppp/pn6/3B4/3P1B2/2N2N2/PPP2PPP/R2QK2R w KQk - 3 12,d5b7
r1b2rk1/pp1nq1pp/2pb1n2/6B1/4P3/2NN2P1/PP4BP/R2Q1RK1 b - - 6 14,d7e5
rn1qr1k1/pp3pp1/3bb2p/7Q/2B5/P1N4P/1PP1NPP1/R1B2RK1 b - - 0 14,e6c4
8/7p/6p1/5p1k/6rP/6PK/8/8 w - - 0 51,h3h2
r3k3/3p3p/p3p1r1/1p2Bb2/5P2/P6P/1P3RP1/4R2K b q - 0 25,h7h5
r3R1k1/pb4pp/1p3p2/8/2p5/2Q2P1P/PB3P2/6K1 b - - 0 24,a8e8
rn1qkb1r/pp1b1ppp/4p3/1B1n4/3p4/1Q6/PPP2PPP/RNB1K1NR w KQkq - 0 8,c2c3
5rk1/2P2np1/5p1p/3R4/5PB1/6P1/r4K1P/2R5 w - - 3 32,f2g1
8/8/3k2B1/1R3PK1/P5PN/1P5r/8/8 b - - 0 49,h3d3
8/2b3k1/2p1q1p1/7p/3P3P/2P2QP1/5PK1/8 w - - 0 41,g2f1
r2qk2r/pp1nb1pp/2p5/7b/1P2N3/4BN1P/P4PP1/R1QR2K1 b kq - 0 18,e8g8
1n2r1k1/bb3ppp/2q2n2/4r3/1PN5/P4QN1/B1P2PPP/R1B2RK1 b - - 4 20,c6c7
r4rk1/2qp2pp/p3pp2/1bPp4/3B1P2/2PQ4/P5PP/4RRK1 w - - 4 20,d3h3
5r1k/pp3p1p/2p3p1/2P2N2/6Q1/6P1/q4PKP/3R4 w - - 2 27,g4d4
r1b1kbnr/np2p1p1/P4p2/3p3p/3P1B2/2P5/1P1N1PPP/R3KBNR b KQkq - 0 11,b7a6
2kr1b1r/pppb1ppp/3ppq2/3P3n/2P1P3/P1N1BP2/1P2N1PP/Q3KB1R b K - 0 14,g7g6
8/p4k1p/6p1/8/5N2/6PP/5K2/r7 b - - 3 37,a1d1
6k1/6pp/2p1p3/3pP1P1/4pP2/1P2P3/1Kb3P1/8 w - - 0 33,b2c2
8/8/p7/1p6/PP6/4K3/2kp4/8 w - - 0 51,e3f2
rn1q1rk1/p4pp1/1p2p2p/3p4/3P1P2/2PNPR1Q/P5PP/1R5K b - - 0 19,b8d7
r3kb1r/pp3ppp/1np1p3/7b/3P4/2P2N1P/PP2BPP1/R1B1R1K1 b kq - 1 13,f8e7
r1bqk2r/1p3ppp/p3p3/3p4/2n5/2N1Q1P1/PPP2PBP/R3K2R w KQkq - 2 14,e3c5
8/p7/bp3kp1/2p1pp2/P1P2K2/2PB4/5P2/8 w - - 0 36,f4g3
r2qk1nr/pp2bpp1/2n1p3/2ppPb2/5P2/2NP1N2/PPPBBR1P/R2Q2K1 w kq - 4 12,a2a3
r1bqk1nr/pp4pp/3p1p2/2b3B1/2BpP3/3P1Q2/PP3PPP/RN2K2R w KQkq - 0 11,g5d2
8/2p2k2/2p3p1/p4p1p/P1bP1P2/2P5/2P3PP/2K5 b - - 3 27,f7e6
3r1rkb/1pq1n2p/p1p1pPpP/6QN/2PP4/2B5/1P3PP1/R4RK1 b - - 0 23,e7f5
7K/p3k2P/4P3/8/8/1r6/8/R7 w - - 0 47,h8g7
8/8/6p1/p3k2p/2Kppp2/1P5P/2P2PP1/8 b - - 0 37,h5h4
8/6k1/3R4/5KP1/5P2/8/8/6r1 b - - 4 67,g1c1
8/7R/8/1kp1p3/5p2/5P2/5PK1/r2rB3 b - - 2 43,d1e1
Q5r1/1Q5p/2p5/3p3k/4b3/5pqP/R4R1K/8 w - - 0 50,h2h1
3rk3/1R2P3/1p3nNp/p7/3p4/P3n1PK/1P6/3R4 b - - 2 45,e3d1
1r1qr1k1/pb3pp1/1p3n1p/2pp4/8/2PQP1P1/PPN2PBP/R3R1K1 w - - 2 18,e1d1
3r2k1/2p3pp/1b1q4/1p2npPP/4nN2/P1P1PQ2/1P1B1P2/RN1R2K1 w - - 1 24,f3g2
8/ppp5/3b2p1/3p4/4p1k1/1NP3r1/PP2KR2/R7 w - - 2 24,f2f1
3rr1k1/5p1p/6p1/p4p2/1p6/1PbB1RPK/P1P4P/8 b - - 4 33,d8d4
8/7p/1p1p2p1/1kbB4/p5PP/2Rp2K1/2br4/4R3 b - - 1 32,c5f2
1r1q1rk1/pp2bppp/3pb3/8/1PNQ4/2P2N2/P4PPP/R2R2K1 b - - 6 19,e7f6
8/1Q2k3/p3p1p1/3p4/1p6/q7/5P2/5RK1 b - - 1 40,e7f6
8/8/8/pk3pB1/1p3P1p/1P2PKbP/PN6/8 w - - 7 47,e3e4
r2q1rk1/4ppb1/3p1np1/1Qp5/4P1bP/2N1BN2/PPP3P1/R3KR2 b Q - 0 15,a8b8
r1bq1rk1/3nbppp/p3pn2/3p4/B2P1B2/2N1PN2/PP3PPP/R2Q1RK1 b - - 3 11,d8b6
2k4B/ppp5/4q2p/2bp2p1/8/1P1P1r2/P5PP/2R1RK2 w - - 0 23,g2f3
8/6kp/p5p1/1pp1n1P1/7Q/1P2q2P/P1b5/5R1K w - - 5 29,h4h6
r1b1k2r/pppp1qpp/2n5/2b5/3NP3/2N1P3/PPP3PP/R2QK2R w KQkq - 0 10,h1f1
4r3/p4rpk/8/8/PP1P1Pp1/2PRP1B1/4K2P/5R2 w - - 1 34,f4f5
rnb1k1nr/pp1q1ppp/2pp4/2b1p3/2B1P3/2N2Q1N/PPPP1PPP/R1B1K2R b KQkq - 1 7,g8f6
2r3k1/5ppp/6n1/pNpP4/PrQ1Pq2/1P6/5PPP/1RR3K1 w - - 3 23,c4c3
2r5/1R6/2p1k3/4Pppn/1PP2P2/5K2/5PN1/8 b - - 0 36,h5f4
5bk1/p4p1p/1p4p1/1P6/P2q4/1Q3PP1/7P/5BK1 w - - 7 39,g1g2
r2q2rk/p2b1p1p/4p3/1p1pP2p/3P4/P3R1Q1/1P3PPP/5RK1 w - - 2 22,g3f4
1r2r2k/3R2pp/p7/2p5/3p4/P2P1P2/1PP2P1P/R5K1 b - - 0 25,b8b2
r3k2r/2p2p2/p1pp1p1p/2b1p3/4P3/P2P3P/1PPN1PP1/R4RK1 b kq - 0 13,a6a5
8/4k1p1/2P3Rp/8/5P1P/2r5/8/3K4 b - - 8 49,e7f7
3bk2r/ppq2ppp/2p1pn2/7b/2B1P3/2B2N1P/PPP1QPP1/3R2K1 b k - 1 16,h5f3
5B2/8/2k5/K1P5/3n4/8/8/8 w - - 26 65,f8h6
r3k2r/ppp2ppp/2nqp1n1/3p4/3P2P1/4P2P/PPP2P2/RN1QKB1R w KQkq - 0 11,b1c3
8/5k2/6p1/3KPb1p/2p5/2B3P1/7P/8 w - - 3 47,e5e6
3r3B/pp3k1p/4p3/1b6/8/3B3P/PPPK1PP1/3RR3 w - - 7 22,h8e5
r1b1qrk1/1pp2pbp/p1np1np1/4p1B1/2BPP3/2P2N2/PP1N1PPP/R2QR1K1 b - - 0 10,h7h6
1R3bk1/5p1p/p3p1p1/8/P3P3/4P3/5P1P/6K1 w - - 0 25,b8a8
2kr4/1pq2pr1/p1n1p3/8/1PpPB1P1/P1P3b1/4QP2/R1B2R1K w - - 0 21,f2g3
r4rk1/pQ2nppp/1p6/3p4/4q3/1KP5/PP6/R1B5 b - - 1 21,e4c4
r4rk1/pp2npp1/4p2p/3pPP2/6P1/2N4R/PP5P/1R4K1 b - - 0 20,e6f5
5rk1/p2n1ppp/1rpqp1b1/8/3p2P1/2nP1N1P/P1QBBP2/K1R4R w - - 6 22,d2c3
r2qk2r/ppp2ppp/3b1n2/3p1b2/3P1B2/4P3/PP1N1PPP/R2QKB1R w KQkq - 1 9,f4d6
4k3/Q2n4/4q3/1p6/4p3/4P3/PP3P2/1KR5 w - - 1 39,a7a8
r4rk1/6pp/8/pp3b2/3PP3/P4P2/1B4PP/3R1RK1 b - - 0 22,f5d7
r3kb1r/ppp1q1pp/2b2n2/4pp2/8/2NP4/PPP2PPP/RNBQ1RK1 w kq - 1 10,d1e2
rn1qk2r/pbp1np1p/1p2p1p1/3P2B1/2B5/2PP1N2/P1P2PPP/R2Q1RK1 b kq - 0 9,b7d5
8/r4p2/5K2/2pPp1P1/1pP4k/1P6/P7/8 w - - 0 49,f6e5
8/8/1p1n3p/p1p1k2N/P3p3/3p2P1/4K2P/8 w - - 0 53,e2e1
2r4r/p3R1kp/1p4p1/8/8/8/PPP3PP/2KR4 b - - 1 22,g7h6
8/2p5/5K2/8/8/1kp5/1p6/6R1 w - - 4 53,g1g7
r5k1/1p2r2p/p5pB/8/3P4/3n1KP1/8/1R1R4 b - - 2 28,e7f7
r1bq1rk1/ppppbp2/2n2n2/6Q1/2B1P3/2NP4/PPP3PP/R3K1NR b KQ - 4 13,g8h8
4rb1r/2p1k1pp/2pq4/2B1p3/N7/P4Q2/1PP2PPP/3RR1K1 w - - 7 19,d1d6
1r3rk1/p1pqbpp1/5n1p/3p4/1nPPp3/2Q1P1P1/PP1N1PKP/RNB2R2 b - - 4 15,c7c5
8/2pb1q2/ppn2b1k/3p2pp/1P1P1p2/P1PB2nP/3B1QPN/4N1K1 b - - 2 28,g3e4
r1bqkb1r/ppp2ppp/2n2n2/1B1p4/3Pp3/4PN2/PPPN1PPP/R1BQ1K1R b kq - 1 7,e4f3
rn1q1rk1/ppp1bppp/8/3pP3/5Bb1/2P2N2/PPP1Q1PP/R3KB1R w KQ - 3 9,e1c1
8/4r3/2q5/8/5K2/2k5/8/8 b - - 15 58,e7g7
r3k2r/pQ1b2p1/4p2p/3Pnp2/4pqP1/8/PPP2P1P/1K1R1B1R b kq - 1 18,e8g8
2r2rk1/1bqpbppp/p1n1p1n1/1pp3B1/4P3/P2P1N1P/BPP2PP1/RNQ1K2R b KQ - 12 13,f7f6
8/6pk/5p1p/8/R1N5/7P/2r2nP1/6K1 w - - 2 43,c4e3
3r2r1/1k3ppp/p1pb1n2/3p4/3B4/2PP1N1P/PP3PP1/R3RK2 b - - 5 19,a6a5
8/1b5p/p5p1/3k4/4p3/2P1K3/P5PP/3R4 b - - 5 28,d5c5
4k3/p5pp/1p2p3/2p1P1N1/Pr3P2/1P2K1P1/8/8 w - - 4 39,g5e6
r5k1/2p2rp1/2b2pNp/1p1p4/p5P1/P4Q1P/BP1q1RP1/R6K b - - 1 28,d2g5
8/p6k/2p5/1p6/4P1Np/2PP2P1/PPB1K3/5RR1 b - - 0 36,h4h3
3rk3/p2b2r1/1p2p3/2p2pq1/2P4p/5B1P/PP2RPP1/3RQ1K1 w - - 0 24,b2b4
8/8/1p2bkp1/4p3/P3K3/P4P2/6P1/3B4 w - - 2 39,e4d3
2r5/pb3R2/4p1pk/4P3/2pPp2r/1P4q1/P1P1K1P1/5Q2 w - - 1 29,b3c4
r2q1rk1/pb1nbppp/1p2p3/2pnP3/4N3/2P2NP1/PP3PBP/R1BQR1K1 b - - 2 12,c5c4
r4r2/p4pkp/4p3/6P1/1p1bPPNn/1P4N1/P1P5/1K3R2 b - - 1 30,h7h5
r1bqkbnr/5ppp/p3p3/1p4B1/2p1P3/5N2/PPP1QPPP/RN2K2R b KQkq - 1 10,f8e7
8/2pk3p/6pr/p1pP1p2/P1P2R1P/2N1r3/1P3K2/8 b - - 3 40,e3h3
r3k2r/1pp2ppp/p1p1bn2/2q1N3/3PP3/8/PPP2PPP/RNB1K2R w KQkq - 0 10,d4c5
1r3rk1/ppp1qp1p/6p1/8/4N3/3P1Q2/PPP3PP/5RK1 b - - 4 21,f7f5
2k3rr/p2n1p2/Ppp1b2p/3p1P2/3P4/2NB2p1/1PP3Pq/R2QR1K1 w - - 1 23,g1f1
2kr4/ppp1p2p/6p1/4P1P1/3nKP1P/8/bP4r1/8 b - - 0 35,h7h6
r2qkb1r/3bpppp/p2p4/1p4Qn/1Pp1P3/P1N2P2/1BPP2PP/R3K1NR b KQkq - 2 13,e7e5
3r2k1/5pp1/2R1p2p/pb6/7P/1P1rN1P1/5P1R/4K3 w - - 7 30,c6c1
r1b1r1k1/p1p2ppp/1Np5/3p4/3P4/4NP2/PPP3PP/R2Q2K1 b - - 0 17,a7b6
8/p4ppk/3N4/8/1n6/N3P3/PP3PPP/R5K1 b - - 0 23,f7f5
2kr4/p4pp1/1p2pn2/PPp4p/8/3q2P1/5P1N/R2Q1RK1 w - - 0 24,d1d3
r1bq1rk1/ppp2pp1/1b1p1nnp/1B1P2B1/2P5/3N4/PP3PPP/RN1QR1K1 w - - 0 13,g5e3
3q1rk1/4pp1p/3p2P1/p1pn4/8/P2B4/2Q3PP/1R4K1 b - - 0 28,h7g6
r3k2r/pp2pp1p/2p1b1p1/1qP5/4P1PN/PP2BK2/5P1P/R7 b kq - 0 22,b5b3
r2qk1nr/pb2bppp/8/2pp4/2N2P2/8/PPPP2PP/RNBQ1RK1 w kq - 0 10,c4e5
8/1p3ppp/3k1n2/3r4/P7/2Q4P/2P2PP1/6K1 b - - 0 26,h7h5
r4rk1/pp3p2/2p2p2/2p1p2p/4P3/3P3P/PPP2PP1/2KR3R w - - 0 15,g2g4
2r5/5pk1/4p3/3p1p2/3P3P/6K1/5P2/R7 w - - 2 38,f2f3
r4rk1/p4ppp/1P3n2/1R2p3/8/P2P4/5PPP/3R2K1 b - - 0 18,a7b6
6k1/p2r1p2/1p2p1pp/2prP1Q1/6P1/2PP2R1/PP5P/3R3K b - - 0 29,h6g5
8/N4ppk/7p/8/PR2b3/r7/4K3/8 b - - 4 39,e4c2
r3k2r/pp3ppp/2npp3/4n3/Q1P4q/3P3P/PP2NPP1/R1B2RK1 w kq - 3 15,c1e3
4r3/p3r1k1/1b4p1/3QPpq1/1PB5/8/2R2PPB/5RK1 w - - 3 33,c4b3
8/8/3k4/p1pn1p2/3Bp1p1/1B6/PP6/2K5 b - - 2 32,c5d4
r1bqr1k1/ppp3pp/2nb1p2/4p3/4N3/2P2Q2/PP2BPPP/R1B2RK1 b - - 1 13,c8e6
r1bqk2r/pppp1p2/2n2b1p/4p3/2B1P1P1/3P1Q2/PPP2P2/RNB1K1NR b KQkq - 0 8,c6d4
2k1r3/ppp2ppp/8/2b1Q3/1q1r4/7P/PP1N1PP1/R1BR2K1 w - - 1 17,e5e8
rn1qkb1r/p1p2ppp/1nb1p3/4P3/2pP4/2N3Q1/PP3PPP/R1B1KBNR b KQkq - 1 10,h7h5
1r2r1k1/p5pp/5p2/Pq1Pp3/n1p5/1nP1N1P1/R1Q2P1P/4R1K1 w - - 1 28,e1b1
2r1k1r1/1b3p1p/ppnq3B/2npp3/8/3B1N1P/PPP1QPP1/3R1RK1 w - - 0 18,h6f4
2r3k1/5p2/1p1Q1p2/7p/1p2p3/P3P2P/2q2PP1/3R2K1 w - - 0 32,a3b4
1r6/5p1p/1P1p1kp1/3Pp3/8/6P1/5P1P/1R4K1 w - - 1 35,f2f3
r3r1k1/pp3ppp/2nb1n2/3pq3/Q7/1PN3PP/PB1PNP2/R4RK1 b - - 0 16,a7a6
8/p1Pb1p2/3P1Qrk/1p6/1P1P4/P7/B4PPP/4K2R w K - 1 30,f6h8
r2qk1nr/ppp2ppp/1bn5/4p3/2B1P1b1/2P2N2/PP1B1PPP/RN1Q1RK1 b kq - 3 8,g8f6
7k/p5pp/8/8/N1Bb3K/5rP1/P7/8 b - - 4 35,g7g6
5R2/1B3pkp/P3pbp1/8/K7/7P/P2r1P1P/4R3 b - - 0 29,g7f8
6k1/2p2pp1/1r3n1p/8/3Pp3/PqB1P2P/4QPP1/5RK1 w - - 2 23,c3b4
rnbqkb1r/2p3pp/p2ppp1n/1p6/3P4/1PN5/PBPQPPPP/1K1R1BNR b kq - 1 7,f8e7
r4rk1/pp6/2q1p1np/3pP3/N2n2P1/1P5P/P4P2/R2Q1RK1 w - - 0 20,d1d4
8/ppp5/6k1/P1K2pp1/1P5p/2P3P1/7P/8 w - - 0 36,g3h4
4R3/pp1q3k/4r1pp/2P2Q2/3p4/8/PP4PP/7K w - - 0 37,f5e6
8/5p2/4r1k1/6p1/P3PN1r/5PQ1/1PP3Pn/3R1RK1 b - - 2 28,h4f4
8/8/4k3/8/4NK2/4N1PP/8/8 b - - 4 70,e6f7
5rk1/7p/4P1pP/p2p4/1Q2b3/4P3/PPP5/2K3R1 b - - 0 35,a5b4
8/P7/8/2Q5/6K1/3k4/8/8 w - - 1 80,g4h5
5Q2/8/8/8/4K3/8/6k1/8 w - - 31 63,f8h6
2k1r3/ppp3pp/8/3r3n/8/P1K1PR1P/P7/R7 w - - 0 26,f3f7
r1b1k2r/pp1p1p2/5q1p/6p1/2Bn4/2P3P1/P4PP1/R2Q1RK1 b kq - 3 15,d4c6
1r6/4k2p/6p1/8/1p1P1P1P/1N4P1/6K1/8 b - - 0 43,b8a8
4r3/1pp4p/p1kp2p1/8/1P6/P7/2P1RKPP/8 b - - 0 33,e8e2
