FEN,Moves
3Q4/8/8/1k6/8/2Q5/7K/8 w - - 5 61,d8a5
6Q1/8/8/8/4K3/8/7Q/4k3 w - - 3 62,g8g1
3Q1Q2/8/4R3/8/6k1/6P1/P4P1P/6K1 w - - 9 47,d8h4
8/8/2p1p3/6q1/4k3/8/7q/5K2 b - - 3 71,g5g1 g5c1
2QQ4/8/8/1N2k3/8/1P6/2K5/8 w - - 1 70,d8d4
8/4K3/8/q7/2bq4/8/6k1/1q6 b - - 3 61,a5d8 d4d8
8/7k/8/2K5/8/8/3r4/rq3rr1 b - - 1 62,f1c1
8/8/5K2/8/4Q3/8/3k4/7Q w - - 7 65,h1e1
Q7/5p1k/4pQ2/8/8/6pP/1P4P1/6K1 w - - 1 39,a8h8
K7/8/3q4/1p6/2qb4/3k4/8/8 b - - 5 75,c4c8 c4c6 c4d5
5rk1/Q4ppp/5n2/P2p4/3P4/2P1P3/4KP2/Rbq3q1 b - - 0 21,g1d1 c1d1
QQ1R2Q1/4k3/8/8/8/8/1N5K/8 w - - 1 66,b8d6 b8e5
8/8/8/2Q1Q3/8/8/3k4/1K6 w - - 3 58,c5d6 c5d5 c5d4 c5c2
8/8/p7/k7/8/2q5/1q6/5K2 b - - 6 61,c3c1
8/8/8/k7/8/1q6/4K3/6q1 b - - 3 64,b3e3 b3d1
8/8/8/8/5k2/8/4R2K/1qq5 b - - 3 71,c1h1
8/8/8/2K5/4p3/3qk3/6n1/1q6 b - - 5 93,b1b5
2Q5/1Q6/8/8/4P3/8/k3K3/8 w - - 7 62,c8a8
2k5/2n2K2/7b/8/8/8/8/qqqqq2q b - - 7 78,h1d5 e1e8 e1e6 d1d5 d1b3 c1c4 b1h7 a1g7
5q2/K3k3/p1q5/8/q7/8/8/n7 b - - 7 56,f8a8 c6c7 a4d4
8/qq6/3K4/8/5k2/8/8/8 b - - 1 61,b7d7 a7b6
r3k3/6B1/3pp3/2p2B1p/2q5/8/3K1P1P/5q2 b - - 1 42,c4c1 f1e2 f1c1
8/3q4/2k5/8/5Bp1/3p2K1/5P2/7q b - - 1 61,h1h3
Q7/8/1k6/8/8/1K6/1P6/7Q w - - 1 71,h1c6
6k1/6q1/5qP1/7K/2r5/8/8/8 b - - 9 59,g7h8 g7g6 f6g6 f6f5 f6e5 f6h4 c4h4
5K2/5p2/4k3/8/3q4/8/8/3q4 b - - 5 64,d4h8
1Q6/P7/8/k7/5Q2/8/7K/8 w - - 3 51,a7a8q a7a8r
1Q5Q/8/3N1R2/8/1p6/pPk5/P1P5/2K5 w - - 3 49,f6f8 f6f7 f6h6 f6g6 f6e6 f6f5 f6f4 f6f3 f6f2 f6f1 d6b5
2Q1Q3/8/8/3k4/1P6/1K6/8/8 w - - 1 55,c8d8 c8d7 c8c5
2k2r1r/1p3p2/2pp2p1/Q2Nb1P1/2P1P3/P2P1R2/1P2KBq1/7q w - - 2 35,a5c7
8/8/8/8/2K4k/8/5b2/qq6 b - - 4 69,a1d4
8/1Q6/8/6kp/nP2Q3/2P4P/6P1/6K1 w - - 5 45,b7g7
8/4k3/4q3/8/8/3K4/r7/2q3q1 b - - 1 60,e6g6 e6f5 e6d5 e6c4 e6e3 e6e2 a2a3 a2d2 g1e3 g1d1 c1c4 c1e3 c1a3 c1d2 c1c2
8/5Q2/8/6Q1/8/8/8/5K1k w - - 9 68,f7h7 f7h5 g5h6 g5h5 g5h4 g5g2 g5g1
2Q5/8/8/8/8/4N3/4kPK1/1Q6 w - - 3 60,c8c2 b1d1
r7/1ppk4/4p2r/1Nq5/5RpP/P7/6KP/3q4 b - - 0 33,c5g1 d1g1
8/8/6Q1/7Q/3k4/8/P3K1PP/8 w - - 3 59,g6d3
8/8/6p1/2k5/8/5q2/6q1/2K5 b - - 5 68,f3f1
6k1/4K2p/4b3/8/8/8/4q2P/5q2 b - - 1 44,f1f8
7Q/8/4KQ2/8/4P1k1/8/8/8 w - - 5 52,h8h4
QR1R4/8/8/3Q4/5K2/2k5/8/8 w - - 17 64,d8c8 a8c6 d5c6 d5c5 d5d3 d5b3
Q7/3p4/3Pp3/2P5/2k5/1R2Q3/7P/6K1 w - - 3 45,a8e4 e3c3
r1b1k2r/pppp1pp1/4p3/1q6/2q5/8/8/K7 b kq - 9 38,h8h1 c4a4
6k1/p4pp1/1p6/8/6q1/P4q2/8/4K3 b - - 9 46,f3e2
8/8/2Q5/4k1pQ/P5P1/2K5/2P5/8 w - - 5 55,h5g5 h5h2
1QQ5/5k2/5P2/4Q3/4N3/6Pp/7P/6K1 w - - 1 47,c8g8 c8e8 e5e8 e5h5
3KQQ1Q/8/8/6k1/8/8/8/8 w - - 9 74,h8h5 e8h5
8/5pk1/4p1p1/8/5P2/4K3/8/3q3q b - - 1 55,h1f3 h1e1
8/8/2pK1k1p/3p3P/2q4P/8/8/4q3 b - - 1 72,e1e7
2Q5/3K4/4Q3/8/3k4/8/8/8 w - - 3 73,c8c4
5rk1/5ppp/8/8/7P/6q1/3q4/5K2 b - - 6 44,g3g2 g3f2 g3e1 d2d3 d2g2 d2f2 d2e1 d2d1
4Q3/8/7Q/2k5/2p1B3/P3K3/1B6/8 w - - 3 49,e8c6 e8h5 e8e5 h6c6 b2d4
8/8/8/K6p/8/7k/1q6/2q5 b - - 7 68,c1a1
6Q1/8/8/7k/5Q2/8/5P2/6K1 w - - 7 67,g8e8 g8h7 g8f7 g8g5 g8g4 f4g5 f4h2
2kr4/n3n3/8/1p6/3q4/8/2K5/4q2q b - - 1 50,d4c3 e1c3 e1d1 e1b1
8/8/8/2K5/2P5/3k4/1P2p3/4Q2Q w - - 7 64,e1c3
4Q3/8/6K1/4Q3/2k5/8/8/8 w - - 3 60,e8b5
7Q/1p6/8/1k2p3/p3P3/1n2Q1P1/KP6/3q4 b - - 0 54,d1a1
1k6/5Q2/4Q3/3P4/4K3/8/8/8 w - - 5 66,e6e8
6k1/1b4pp/1p2p3/3pP3/7P/6P1/2qq4/7K b - - 0 45,d2h2 d2g2 d2e1 d2d1 d2c1 c2d1 c2c1 c2b1
8/5K2/1Q2Q2p/6p1/5k2/8/1P3PP1/8 w - - 3 50,b6b8 b6c7 b6d6 b6d4 b6b4 b6e3
8/8/3k4/3n4/8/4q3/2K5/5q2 b - - 3 66,e3c3 f1c1
1Q6/8/6p1/P6k/7p/1K6/8/3N2Q1 w - - 2 53,b8h8
6Q1/8/8/7Q/3k1B2/5B2/2K5/8 w - - 1 57,g8d5 h5e5 h5d5
Q7/5k2/7Q/2K1P3/3N1P2/1P2P3/8/8 w - - 1 58,a8f8 h6h7 h6f6
5Q2/8/4Q3/6k1/8/8/3P1PPP/5K2 w - - 9 47,f8h6
7Q/8/5pkP/8/6P1/q7/6K1/4q3 b - - 3 56,a3g3
3k4/pQ3Q2/6R1/2p1p3/2P1P3/P2p4/1P4PP/6K1 w - - 1 43,f7g8 f7f8 f7e7 f7d7 b7b8 b7a8 b7d7 b7c7 g6g8 g6d6
4r3/5k2/1P6/p6q/P7/6K1/4r3/5q2 b - - 2 43,e8g8 e8e3 h5g5 h5h3 e2e3 e2g2 f1f3 f1f2
4Q3/1Q6/3k4/p2p4/P2N4/1P2PK2/8/8 w - - 1 52,e8e7 b7e7 b7c6 b7b6
4Q3/8/8/3k4/1K6/7Q/8/8 w - - 7 62,h3d7 h3d3
8/8/k1K5/4Q3/4Q3/8/8/8 w - - 23 81,e5a1 e4a4
4R3/2r4k/p2q2pp/1p1P4/8/5Q1P/P4bK1/2q5 b - - 1 36,c1g1
2K5/8/2b5/4q3/8/q1k5/8/6q1 b - - 5 75,a3f8 a3a8 g1g8
8/5Q2/5bpk/5Q1p/8/P2K4/1P4P1/8 w - - 0 59,f7g6 f5g6
1QQ5/8/8/7K/8/k6P/6P1/8 w - - 2 60,c8a6
8/8/4KQ2/8/4Q3/4P1P1/4k3/2Q5 w - - 7 92,f6f3 f6b2 f6f1 e4c4 e4c2
8/2Q2Q2/8/3Pp3/4P1kb/3n4/P6P/5K1n w - - 0 47,f7f5
5QQ1/8/8/8/3k3K/8/2Q3P1/8 w - - 3 66,f8c5 f8f4
1q1Q4/8/4P1pk/3K4/1P5p/2QR4/7P/8 w - - 1 54,d8h4 c3h8
2b5/3p1k2/p1n5/3K3p/8/8/5q2/b3q3 b - - 1 39,f2d4 e1e6
8/8/5k2/8/q6P/6PK/8/4q3 b - - 2 56,e1h1
8/7p/3B3k/7q/8/6K1/6P1/2q5 b - - 3 44,c1e3
r6r/1Q4pp/p2kB3/5Q2/2p5/7P/PqP1NPP1/R3K2R w KQ - 3 24,b7d7 f5d5
8/8/8/p5k1/2P1Q3/3Q2Pp/PP6/6K1 w - - 0 46,e4g6 e4h4
3Q4/5pp1/4p1k1/5q2/3P2P1/4P2P/5P1K/1q6 b - - 0 40,f5f2
7k/1Q6/Q7/8/8/8/7K/8 w - - 13 69,a6a8
k7/4Q3/5Q2/8/1P3K2/8/8/8 w - - 5 66,f6h8 f6f8
8/K7/8/7p/1q2k3/8/1p5P/2q5 b - - 5 59,c1a1
8/8/3K4/q7/2q5/8/1k6/8 b - - 7 106,a5c7
8/1p4p1/2p1Bp2/2b2P2/3n1K2/8/1k6/q6q b - - 1 48,h1f3
8/8/7k/8/q7/2r5/5K2/1q1q4 b - - 1 54,a4c2 a4a2 d1f3 d1d2 d1c2 d1f1 b1c2 b1b2 b1a2
6Q1/8/8/8/6Q1/5K1P/7k/8 w - - 1 55,g4g2
2QQ4/5k1p/8/6K1/6P1/p7/7r/3R4 w - - 0 60,d8f8 d8d7 d8c7 d8f6 c8d7
8/2k4K/8/8/8/8/8/3qq1q1 b - - 23 68,e1h4 d1h5
6Q1/8/8/7k/8/4Q3/7p/7K w - - 2 52,g8g5 e3g5 e3h3
8/3Q4/8/4k3/8/5Q2/8/2K5 w - - 11 73,d7d5 f3f5
6Q1/8/2Q5/8/7k/5P2/2P3P1/6K1 w - - 3 47,g8g4 c6h6
8/4Q3/8/1K6/7p/8/Q7/5kq1 w - - 4 59,e7e2 a2e2
8/8/2q5/3bK3/8/5qk1/8/8 b - - 9 81,c6f6 f3f6 f3f4 f3e4
8/8/8/B1QQ4/6k1/6P1/5P2/6K1 w - - 9 62,d5h5 d5f5 c5c8
8/5pk1/6p1/7p/3q3P/Kp6/2q5/8 b - - 5 57,c2b2 c2a2
r7/ppp2k2/6p1/8/8/4q1PK/4q3/8 b - - 11 43,a8h8 e3h6
rn2k2r/pp1b2pp/1p3n2/4bq2/3p4/2p5/7q/3K4 b kq - 5 33,f5f1 f5b1 h2d2
4k3/3p1ppp/8/2p4q/7P/5PP1/5K2/7q b - - 0 35,h5f3
Q3Q3/8/8/8/1KPk4/8/8/7N w - - 3 62,e8e4 a8d8 a8d5 a8e4
8/Q7/8/3k4/3P4/3QB3/PPP2PPP/RN3K1R w - - 3 25,a7d7
8/6kp/6p1/3b4/2q5/8/1K6/5q2 b - - 5 54,c4b3 c4c1 f1c1
5q2/6q1/2k5/7K/8/8/8/8 b - - 3 65,f8h8
2k5/7Q/5Q2/8/8/8/4B3/3K4 w - - 11 61,f6h8 f6f8
8/3k4/8/8/2K5/5q2/p7/4q2q b - - 3 60,f3d5
Q7/2k5/8/4p3/4Q3/1P1P4/2PKB3/B2N4 w - - 1 42,e4c6
8/8/8/k7/1R6/1PPP4/3K4/2RQQQ2 w - - 3 65,c1a1
2Q5/3N4/8/7k/4Q2P/8/8/6K1 w - - 1 43,c8h8
8/8/2p4Q/pp5n/P7/2P4k/1P3Q2/6K1 w - - 0 36,h6e6 h6h5
8/8/4K3/4Q3/8/3k4/7Q/8 w - - 3 69,h2e2
1K6/2P1k3/q3p3/8/8/2q5/8/8 b - - 5 43,c3b4 c3b3 c3b2
3Q4/1k6/ppp3Q1/1r6/3P3P/8/2P2KP1/8 w - - 0 35,g6h7 g6g7 g6f7
4q3/1K3k2/8/2q5/q7/8/8/8 b - - 19 64,e8c8 e8a8 e8b5 c5a7 c5c6 a4a8 a4a7 a4c6 a4b5
Q5QQ/8/1k6/1N3R2/8/5K2/8/8 w - - 1 67,h8h6 h8f6 h8d4 g8d8 g8b8 g8g6 g8e6 g8g1
6k1/2K2p1p/4q2n/8/8/8/8/6q1 b - - 1 60,g1b6
6Q1/p2Q4/1p1p3p/3P3k/5b1r/8/P4PP1/1R3K2 w - - 3 39,d7e8 d7f7
6k1/p4p2/7K/8/8/8/5q2/6q1 b - - 6 55,f2h4 f2h2 g1g6
2k4r/1pp5/4p2P/8/6q1/2q5/7K/8 b - - 3 44,h8h6 c3h3
5k2/8/4Q3/5P2/3Q4/8/8/5K2 w - - 9 66,d4h8 d4f6
6k1/1p2q1q1/8/8/K7/8/8/1q6 b - - 3 83,g7a1 e7b4 b1b4
5QQ1/1k6/7Q/2K5/8/8/8/8 w - - 13 68,g8h7 g8g7 g8f7 f8b8 f8g7 f8f7 f8e7 h6b6
7b/8/K6k/1r5r/8/8/8/2r2rr1 b - - 11 72,c1a1
rnb1kbnr/pppp1pp1/3P1p2/8/5P2/1P3K2/P1q4P/4q3 b kq - 3 17,c2e2
QQ1QQNK1/8/8/8/8/6Q1/2k5/8 w - - 21 91,e8c6 a8c6 g3c7
1Q3QQ1/8/8/8/k7/8/2P5/6K1 w - - 2 70,g8a2 f8b4 b8b4
3rk1nr/8/8/5Kp1/3q4/4q3/8/8 b k - 9 50,g8e7 d4e4
8/8/6p1/8/K2k4/1rp5/8/1q4q1 b - - 1 58,b1a2
6k1/5pp1/5b2/3r4/2K5/8/8/q2q4 b - - 1 62,a1d4 a1a4 a1c3
8/8/1k2q3/8/4P2b/4K3/7P/r2q4 b - - 5 51,e6h6
8/1p2kp2/p6p/5q2/5P2/4P1K1/2r4P/3q4 b - - 1 40,f5g4 d1g4
1k6/7Q/5Q2/8/8/5NP1/7K/8 w - - 19 67,f6h8 f6f8 f6d8
8/5pQ1/5Bp1/K1P4p/8/3qbk1P/P3q2P/R6R b - - 0 44,d3b5
1Q6/8/7k/8/8/8/1P4Q1/3K4 w - - 3 61,b8h8 b8h2
2k5/ppp2pp1/b6p/7P/P6K/8/4q1r1/6q1 b - - 1 36,g2h2 e2g4 g1h2 g1h1
6k1/6pp/4p3/8/8/6q1/5q2/3K4 b - - 9 51,g3g1
2Q5/P7/1Q6/8/k5K1/4P3/7P/8 w - - 1 52,c8a6 a7a8q a7a8r
8/8/8/8/8/K7/2q4k/1q6 b - - 11 68,c2b3 c2a2 b1b3 b1b2
6k1/1p6/5P1p/7P/5K2/3q4/4q3/8 b - - 4 54,d3f3 e2e4
2Q5/6k1/4Q3/5K2/8/8/8/8 w - - 1 76,c8g8 e6g6
6q1/8/2k4K/2b5/8/8/8/5q2 b - - 7 55,f1h3 f1h1
8/2b5/1k6/1q6/q7/4K3/8/8 b - - 3 52,a4f4
8/p2Q4/1p4Q1/4k1PK/3p3R/8/8/6r1 w - - 0 54,d7e6 d7d6 d7f5 d7b5 d7d4 g6e8 g6g7 g6f6 g6e6 g6d6 g6f5 g6e4 h4e4
5Q1r/kb2Q3/p1p1P3/3p4/3n4/2Nq4/PP1P2P1/2BK1R2 w - - 1 33,e7c5
8/pp6/3k4/4n2K/3p4/8/6q1/5q2 b - - 3 52,f1h1
8/p4Q2/2Qp3p/kPp2p2/1p3P2/1P5P/5n1K/4R3 w - - 3 37,f7c7 f7a7 c6a6 e1a1
8/p7/1pQ2bp1/2p4p/4r1nq/5k2/PP1Q1P2/2K1R1R1 w - - 15 35,c6e4
6k1/6p1/4b2p/4P2K/5q2/7P/8/6q1 b - - 0 47,e6f7 f4g5 g1g5 g7g6
rn3Q1Q/2q5/2Ppk3/p7/2p1B2P/8/P7/5RK1 w - - 1 34,h8f6 f8f6
5k2/Q7/2Q5/8/8/R3P3/5PPP/5RK1 w - - 7 44,c6c8 c6a8
2k5/pppbn3/3p1p2/3Pp3/2K1P3/1PP4q/P7/6q1 b - - 0 36,g1c5
8/8/3Q4/8/2P1Pb2/3Pk2P/6K1/1Q6 w - - 9 53,b1e1
8/8/4n2k/6b1/K7/8/1q6/2q5 b - - 5 71,c1a1
6Q1/8/7k/8/Q7/8/6K1/5R2 w - - 3 48,a4h4 f1h1
8/5p2/2q5/1q6/8/8/K5k1/8 b - - 15 75,c6a8 c6a6
8/8/1Kpq4/3q2k1/8/8/8/q7 b - - 1 67,d6b8 d5b5 d5b3
5Q2/6Q1/8/kb2R3/p5P1/P7/3K4/8 w - - 1 53,g7a7
8/1k6/8/5q2/3K4/q7/8/8 b - - 3 63,a3c5 a3d3
8/8/3K4/8/5Q2/5B2/5kP1/7Q w - - 3 76,f3h5 f3g4 f3d1
7k/5p1P/p2qp3/8/4B3/8/1q4P1/7K b - - 3 54,b2c1
6k1/1b4pp/p3p2P/1p1p2K1/3q2P1/8/8/7q b - - 2 36,d4f6 d4e5 d4e3 d4d2 h1h6 g7h6
6RR/P4R2/8/8/8/8/2B1k3/3R2K1 w - - 1 60,g8e8
6Q1/8/3K4/7p/7k/1Q6/8/8 w - - 1 56,g8g3 b3g3
8/5k2/7K/5q2/8/6q1/8/8 b - - 0 53,f5g6 f5h3 g3g7 g3g6 g3d6 g3g5 g3h4 g3f4 g3h3 g3e3 g3h2
8/2p2kpp/5p2/2K5/q4P2/1b4q1/8/8 b - - 5 49,a4c4 g3e3 g3c3 g3f2 g3g1
3K4/7q/8/4k3/5pq1/8/8/2b5 b - - 7 67,h7d7 g4g8 g4d7
8/7q/8/8/4q2p/2k3pK/8/8 b - - 3 67,h7d7 h7f5
8/4kn2/4pp2/5b2/4qP1P/6K1/8/3q4 b - - 1 51,d1g1
8/8/5kp1/5n2/3r1PK1/8/8/q4q2 b - - 3 61,d4f4 f1g2 a1d1
1Q6/1QB5/7p/8/k6P/8/6P1/5K2 w - - 5 50,b8a8 b8a7 b7a8 b7a7 b7a6 b7b4 b7b3
4k3/6Q1/p6Q/Pp6/1P6/8/5PP1/6K1 w - - 5 41,h6h8
3Q4/8/8/2K5/2Q1Q3/6k1/8/8 w - - 5 66,d8h4
Q1Q5/8/8/8/1k6/7K/8/3R4 w - - 11 58,d1b1
2k5/2p5/p1K5/8/8/8/q7/1q6 b - - 1 64,a2c4 b1b6 b1b5 b1c2 b1c1
8/6Q1/8/8/2Q5/4Pk2/1P3P2/1K6 w - - 3 59,g7g3
6k1/5p2/1q4p1/8/K6b/8/8/2q5 b - - 3 54,c1a1
3b2k1/p7/6p1/8/4q3/5q2/8/K7 b - - 5 58,f3a3
r5k1/1p3p2/5Qpp/1pP5/8/8/1Q4PP/6K1 w - - 4 31,f6h8 f6g7
2k5/1p5p/pP6/P7/5r2/4q3/2K5/6q1 b - - 3 54,f4f2 g1c1
r4k2/p2q4/2p3p1/8/6pP/6P1/5q2/7K b - - 1 32,d7d5 d7d1
6Q1/8/7k/8/6QP/7P/8/6K1 w - - 3 63,g8h8 g8g7 g8g6 g4g6 g4g5
8/3P2k1/5q2/8/8/4K3/8/3q4 b - - 4 60,f6d4 f6f3
5Q2/8/6Q1/8/7k/8/P7/K7 w - - 11 50,f8h8 f8h6
6Q1/7N/8/4k3/P1K5/8/5Q2/8 w - - 5 56,g8d5
1Q6/2Q5/k7/5K2/8/8/8/8 w - - 11 74,b8b7 b8b6 c7a7 c7b6
8/6q1/4K1k1/3pp3/2q5/8/8/8 b - - 1 60,c4c6
8/8/8/8/8/K4k2/2q2b2/1q6 b - - 7 72,f2c5 c2b3 c2a2 b1b3 b1b2
5k2/5p2/3q2n1/5K1p/6p1/8/8/4q3 b - - 3 56,d6e5 d6f4 e1e5
k2K4/1p5q/4b3/4q3/8/8/6r1/8 b - - 3 58,h7d7 e5h8 e5b8 g2g8
8/6pk/1r5p/8/4N3/3qR1P1/5K2/1q6 b - - 1 44,d3f1 b1f1
8/3K4/q7/1Pq5/5k2/8/8/8 b - - 1 80,a6c8
Q7/8/8/4Q2R/8/8/3B1k2/R2K4 w - - 1 47,e5e1
QQQQ4/5k2/8/8/8/8/1B3K2/8 w - - 29 79,d8e8 d8f6 c8f5
2Q5/1Q6/8/k5p1/8/8/5PKP/8 w - - 13 60,c8a8
r3qrk1/ppp2p1p/2n2QpB/2b1p3/8/3B4/b1P2PPP/1q1RR1K1 w - - 0 18,f6g7
5r2/5pkp/8/2p3P1/7K/4q2P/8/3q4 b - - 0 41,e3f4 e3f2 e3e1
5QQ1/4R3/4R3/4N3/7k/8/8/6K1 w - - 1 53,g8g4 f8h6 e7h7 e6h6
6k1/5pp1/5P1p/4KP1P/8/8/r7/1rqq4 b - - 1 49,a2e2 c1e3
Q1Q3Q1/8/8/7K/1B6/8/1k6/8 w - - 1 57,g8a2 a8a2
3rk3/2p4p/2K5/4q2p/8/8/3b4/1q6 b - - 1 35,e5d6 e5c3 b1b6 b1b5 b1e4 b1h1
2Q5/8/8/1Q6/7B/7P/5PP1/k5K1 w - - 1 52,c8a8 c8a6
RQ5Q/5p2/4p1p1/6kp/3P4/4P3/P4P1P/5K2 w - - 0 42,b8f4
3Q4/2Q5/k4K2/8/8/8/7P/8 w - - 7 66,d8d3 c7b6
5K2/8/3kq3/8/8/8/r7/4q2q b - - 1 48,h1h8 h1h6
8/8/8/4K3/4n1q1/8/2k5/3q4 b - - 5 65,d1d6
5k2/8/4KP2/4p3/3qP3/3P4/8/5q2 b - - 3 61,f1h3
8/8/1p3qq1/8/8/1k5K/8/8 b - - 1 60,f6h8
8/3k2pp/8/1p3K2/1q6/8/6PP/q7 b - - 1 39,a1f6
8/8/8/5QQ1/5K2/4Q3/8/5k2 w - - 15 76,g5g1 f5b5 f5h3 f5d3 f5b1 f4e5 f4e4 f4g3
1k6/1pp2p2/8/PKP1p3/8/1Pq5/7r/q7 b - - 3 35,c3b3 a1a5
3Q4/p5pk/8/3Q3p/8/8/P4PPP/3R2K1 w - - 0 41,d5h5
4Q2Q/8/8/8/5k2/8/4Q2K/8 w - - 5 56,h8f6 h8e5 e8e5
6k1/5pp1/8/8/8/7q/6q1/4K3 b - - 11 59,h3h1
8/7K/8/n1pk4/8/8/2n1q3/5qq1 b - - 3 63,e2h5 e2h2 f1h3
6Q1/1k6/8/PBQ4R/1Q6/2P4Q/8/R5K1 w - - 1 64,g8c8 h5h7 c5e7 c5b6 b5c4 b5d3 b5e2 b5f1 b4e4 h3c8 h3d7 h3f3 h3g2 h3h1 a5a6
k7/2Q5/3Q4/8/8/8/1B6/6K1 w - - 13 72,c7b8 d6f8 d6d8 d6c6 d6a6 d6d5 d6a3
K6k/3q4/1q5p/n7/8/8/8/8 b - - 5 62,d7e8 d7d8 d7c8 d7b7 d7a7 d7c6 d7d5 b6d8 b6b7 b6a7
8/1Q6/p7/k7/5PQP/3K4/8/1R6 w - - 3 49,b7b4 b1a1
3k4/6Q1/4Q2N/8/p1p4P/2P1K3/P1P2P2/8 w - - 7 43,g7e7 g7d7 e6g8 e6d7
4k3/8/8/8/7K/8/6q1/5q2 b - - 11 58,f1h1
1k6/1p6/pKp5/2P4p/1P2p3/8/4qq2/8 b - - 3 47,e2b5
6Q1/5Q2/8/8/8/1P6/2K1k3/8 w - - 5 60,g8e8
8/6k1/5b1p/5P1P/5KP1/8/4q3/6q1 b - - 3 43,f6g5 f6e5 e2g4 e2e3 g1g4 g1e3 g1h2 g1f2
6k1/8/8/p7/r7/6q1/5q2/3K4 b - - 10 71,a4a1 g3g1
8/Q7/5kp1/1Q5p/5B2/5PK1/6PP/8 w - - 3 54,b5e5
8/1P5K/8/8/8/6Q1/Q7/2k5 w - - 9 64,g3g1 g3e1
3R2QQ/4k3/8/8/8/8/1P6/2K5 w - - 2 63,h8g7 h8e5 h8h4 g8e8
8/8/8/8/8/1k1q4/1q6/4K3 b - - 5 53,d3e2 d3b1 b2e2 b2d2
8/p5k1/2p3pp/8/n5K1/5P2/5q2/1q6 b - - 1 51,b1f5
8/8/4k1p1/5p2/p7/3q4/2q5/6K1 b - - 3 70,d3d1
8/8/8/7Q/3KQ3/3P1Pk1/1Br3p1/R7 w - - 0 48,h5h4 e4h4
8/6pk/7p/8/7q/7P/2q5/7K b - - 3 57,h4e1
8/p6p/5Q1p/4Q3/kp4P1/7P/P4PK1/5R2 w - - 2 39,f6a6
8/1Q3p2/4q1pk/7p/7P/1P4P1/1Q3PK1/8 w - - 5 41,b2h8
3k4/5Q2/7Q/2p5/8/2P1K3/1P6/8 w - - 5 64,h6h8 h6f8
7Q/8/4Q2p/6p1/6Pk/P1N5/1P3K2/R7 w - - 3 45,h8h6 a1h1
4Q3/7R/8/2k3p1/4Qp2/8/P5PP/6K1 w - - 5 50,e8c6
5r2/6kp/8/8/5q2/7K/8/q7 b - - 1 44,a1h1 a1f1
8/1Q6/8/8/8/3PP3/2Q2K2/k7 w - - 2 55,b7a8 b7g7 b7a7 b7a6 b7b2 b7h1 b7b1 c2a4 c2b2 c2b1
4r1k1/Bp3ppp/8/6P1/P7/6q1/6Pq/5K2 b - - 2 39,e8e1 g3g2 g3e1 h2g2
8/8/6K1/8/4Q1Q1/8/7k/8 w - - 11 73,g4g2 e4g2
8/8/1p6/1k6/8/1q6/4q3/2K5 b - - 9 56,b3c2 b3b2 b3d1 e2e3 e2c2 e2b2 e2e1 e2d1
7K/8/8/2p5/2k5/8/6q1/5q2 b - - 7 64,f1h1
6Q1/4Q3/7k/5p2/5Kp1/4P3/2P3PP/8 w - - 3 50,g8h7 g8g5 e7h7 e7g5 e7h4
8/5K1k/8/4q3/1pp5/1P6/8/3q4 b - - 3 67,d1f3 d1f1
8/8/1p6/pB6/P5K1/7Q/2Q5/4k3 w - - 5 61,h3h4 h3g3 h3e3 h3c3 h3h1 h3f1 c2e2
k7/6Q1/3Q4/2P5/8/p3P3/P2K4/8 w - - 3 57,d6f8 d6d8
3Q4/p3rp2/6k1/5N1p/1p5P/7B/PPPQ4/2KRR3 w - - 1 30,d2h6
8/8/8/8/3K4/1q6/1k6/2q5 b - - 3 60,c1e3
2r2k1r/p6p/1p6/1K6/3q4/2q5/8/8 b - - 11 66,d4c4 c3a5 c3c4 c3d3
8/p2p4/bp6/8/5kP1/4qP1R/P6K/1q3N1R b - - 7 43,e3f2
3k4/p4b2/1q6/PP6/K2p4/8/8/1q6 b - - 2 43,b1b3
2k5/6Q1/6Q1/8/8/7P/5K2/8 w - - 5 72,g6e8
1kr5/1p3p2/p7/5p2/2q5/8/1K6/7q b - - 1 52,h1c1
R2R2RR/8/8/8/1Q6/8/2k5/4R1K1 w - - 3 80,h8h2 g8g2 d8d2 a8c8 a8a2
4r1k1/pp5p/6p1/5p2/5Q1R/7P/P6K/4qq2 b - - 5 49,f1h1 f1g1
5rk1/p4ppp/1p6/3q4/5P1P/6K1/4q1P1/8 b - - 1 32,d5g2 e2g2
3Q4/8/p7/1k6/3Q2K1/4B3/8/8 w - - 7 63,d8b6 d8d5
3k4/pp5K/8/8/PP6/5r2/8/3q2q1 b - - 5 49,f3h3
2Q5/4Q3/8/3k4/8/8/6P1/6K1 w - - 5 68,c8c5
8/8/7k/5Q2/6Q1/4K3/8/8 w - - 5 59,f5g6 f5h5 g4g6 g4g5
Q3Q3/8/8/6p1/1KP2kB1/5P2/8/8 w - - 1 60,a8b8
2QQ4/8/6p1/4k2p/2R2p2/2P1P3/6PP/6K1 w - - 1 46,d8d4 e3f4
4k3/6Q1/5Q2/8/8/5K2/5P2/8 w - - 7 73,g7f7 g7e7 f6f8 f6e7
6k1/6p1/4q3/8/3K4/8/8/2q5 b - - 7 55,c1c4 c1e3
1Q1R4/8/4Q3/2k5/8/8/8/6K1 w - - 7 50,b8b6 e6c8 e6d5
1Q6/2B5/2Q2K2/8/8/k7/8/8 w - - 1 73,c6a8 c6a6
7Q/8/8/8/6Q1/1k1NK1P1/8/8 w - - 1 55,h8b2
