FEN,Move,Win Probability,FEN ID
r1b2rk1/3p1ppp/2pN4/ppb1P3/5P2/8/PPP1B1PP/R4R1K w - - 2 20,"['a1d1', 'f1d1', 'd6e4', 'f1e1', 'a2a3', 'g2g3', 'h2h4', 'h2h3', 'e2f3', 'g2g4', 'e2d3', 'a2a4', 'b2b3', 'a1e1', 'a1c1', 'f1c1', 'd6c8', 'f1b1', 'c2c3', 'a1b1', 'e2g4', 'e2h5', 'e2d1', 'f1f3', 'f4f5', 'f1g1', 'c2c4', 'd6f5', 'b2b4', 'e5e6', 'e2b5', 'd6b5', 'd6f7', 'e2c4', 'd6c4', 'd6b7', 'd6e8', 'f1f2']","[0.5981264356862743, 0.5812008926446736, 0.5758139966794447, 0.5704090259445697, 0.5604570759825421, 0.5504562746820834, 0.5477213400816676, 0.5468090461073719, 0.545896437602999, 0.5431567852197504, 0.5385849714102531, 0.5358387144707508, 0.5349228039541688, 0.5349228039541688, 0.531256867324871, 0.5275875538925041, 0.5266697440308632, 0.5239152574834706, 0.522078114090291, 0.5211593152406621, 0.5174827500461167, 0.5156437324214209, 0.5092041601288086, 0.49079583987119135, 0.47700323643230064, 0.4724124461074959, 0.45775702105393146, 0.39922126818820586, 0.37476952142308345, 0.33027105825721115, 0.21731815726726345, 0.21234958051732766, 0.2044536974774852, 0.18484234856825787, 0.16066965780092213, 0.14268414971333432, 0.1417856942140951, 0.13433835352772516]",OF74BY
4r1k1/pp3pp1/2p2n2/4q1p1/2P3P1/Q2B4/PP3P2/R5K1 w - - 0 26,"['d3f1', 'g1g2', 'd3c2', 'a3c3', 'd3f5', 'd3b1', 'd3g6', 'f2f4', 'a1f1', 'c4c5', 'a1b1', 'd3h7', 'a1d1', 'a1c1', 'f2f3', 'g1f1', 'a3b3', 'd3e4', 'b2b4', 'd3e2', 'g1h1', 'a3e7', 'a1e1', 'a3a5', 'a3f8', 'a3d6', 'a3c5', 'a3a7', 'b2b3', 'a3b4', 'a3a4', 'a3a6']","[0.17666477329070246, 0.17242090445576874, 0.1698097103394629, 0.16518898331549792, 0.14495105737956576, 0.12358976412903044, 0.09697119469294446, 0.09632824270174412, 0.09568910197471286, 0.09379438122652484, 0.09285968753405982, 0.09162643894872474, 0.09101535279101453, 0.09101535279101453, 0.08831063994889787, 0.08539072061698, 0.08424745343669515, 0.08283792298901071, 0.08117482411679905, 0.08035473751517275, 0.07900471664273123, 0.07305814559620055, 0.06869485746011517, 0.0572128034960373, 0.054684939853249404, 0.04463860778885237, 0.04339911529907742, 0.028035627443350086, 0.009926217294151884, 0.0, 0.0, 0.0]",QB4ZGL
8/8/1R6/4k3/P3p3/1K5P/1P3pr1/8 w - - 0 44,"['b6b5', 'b6b8', 'b6h6', 'b3b4', 'b6c6', 'b6b7', 'h3h4', 'b6b4', 'a4a5', 'b3a2', 'b3a3', 'b6a6', 'b3c3', 'b6f6', 'b6g6', 'b6e6', 'b6d6', 'b3c4', 'b3c2']","[0.12358976412903044, 0.056619880941334966, 0.05487559552749721, 0.04942032339780161, 0.048562579965255204, 0.047054134543335346, 0.04495371501658807, 0.04386002695894731, 0.04324650816226028, 0.04249112822828516, 0.04174836666587267, 0.03848883713867102, 0.03610972102784693, 0.025177480968960775, 0.016690855614083178, 0.016097174783626378, 0.014863244446248203, 0.011441520870309307, 0.0]",CD4AJ4
q3k2r/3p1p2/2n1p2p/3bP1p1/2pP4/5N1P/1P1QBPP1/5RK1 w k - 2 20,"['f3h2', 'f1c1', 'd2c3', 'f1d1', 'f1e1', 'g1h2', 'h3h4', 'g2g3', 'd2e3', 'd2c1', 'f1b1', 'd2e1', 'd2c2', 'g1h1', 'f3e1', 'e2d1', 'd2d1', 'g2g4', 'b2b3', 'b2b4', 'e2c4', 'f3g5', 'e2d3', 'f3h4', 'f1a1', 'd2g5', 'd2b4', 'd2f4', 'd2a5', 'd2d3']","[0.5147240615881282, 0.5073636275599663, 0.5027615319200139, 0.49907948104001076, 0.46324561670945996, 0.4586711116420767, 0.4568432147802496, 0.454103562397001, 0.45319095389262815, 0.4513666864926168, 0.4504550396254112, 0.4486327495624493, 0.44135784741538037, 0.4404501867400794, 0.4368235823566406, 0.4259857125367345, 0.40010471851325186, 0.39922126818820586, 0.29470257622091905, 0.2916505347851929, 0.2766734440058442, 0.23802513721984941, 0.18988777926009714, 0.17032942052712574, 0.11849774804133456, 0.09162643894872474, 0.08424745343669515, 0.0723136059066038, 0.0701217817312833, 0.06893079617403686]",G260EJ
r1b1r1k1/qp3ppp/p1nBp1n1/4P3/2P5/3B1N2/2Q2PPP/R2R2K1 b - - 0 17,"['c8d7', 'h7h6', 'a6a5', 'b7b6', 'e8d8', 'g8h8', 'c6d8', 'a7b6', 'g6f8', 'c6e7', 'b7b5', 'c6b8', 'e8f8', 'a8b8', 'g6e7', 'c6e5', 'c6b4', 'c6a5', 'g6f4', 'c6d4', 'g6e5', 'e8e7', 'f7f5', 'f7f6', 'g6h4', 'a7b8', 'h7h5', 'a7d4', 'a7c5', 'a7f2', 'a7e3', 'g6h8']","[0.37390714490240246, 0.3517797456776559, 0.3450924067173986, 0.31737261263958383, 0.3047486873684638, 0.26575770228885515, 0.24956344857367774, 0.2475004199080585, 0.23206706534704952, 0.22685902088008758, 0.21358389864815974, 0.20266286491422758, 0.1956167070159846, 0.18263344241323198, 0.1799012073028387, 0.13956021014527653, 0.13562813456382855, 0.13305894980200939, 0.1280441483889645, 0.11101893141984764, 0.10814488465274963, 0.10708408206807812, 0.10464443579540594, 0.10259250923752877, 0.09537095564452558, 0.07559120864726726, 0.07280918439112949, 0.060474702951805626, 0.05208049726347597, 0.04907551589857312, 0.04324650816226028, 0.0]",JMDM1N
r3kb1r/ppp1pppp/4b3/8/1n4n1/1P1BPN2/PBP1KPPP/RN1R4 w kq - 7 10,"['f3g5', 'd3e4', 'f3d4', 'h2h3', 'b1c3', 'd1c1', 'a2a4', 'f3e1', 'b1a3', 'b2a3', 'd1d2', 'f3d2', 'e3e4', 'f3h4', 'b2c1', 'b2d4', 'c2c4', 'e2e1', 'e2f1', 'd3b5', 'b1d2', 'f3g1', 'd1e1', 'd1h1', 'd1f1', 'a2a3', 'c2c3', 'd1g1', 'b2c3', 'f3e5', 'g2g3', 'h2h4', 'b2e5', 'd3c4', 'e2d2', 'd3h7', 'd3f5', 'd3g6', 'd3a6', 'b2g7', 'b2f6']","[0.6346718261450347, 0.6217730635233241, 0.5954683835833042, 0.5776116974476763, 0.5722126153120402, 0.5677001476173855, 0.5677001476173855, 0.5640820298184349, 0.5595498132599205, 0.5531881623684916, 0.5449835205954683, 0.5449835205954683, 0.5413288883579234, 0.5404145195219514, 0.5376698043044984, 0.5358387144707508, 0.5349228039541688, 0.5321736834106171, 0.5257517538936253, 0.5248335896523929, 0.5239152574834706, 0.5229967635676993, 0.519321294202434, 0.5165632973121441, 0.5165632973121441, 0.5147240615881282, 0.5092041601288086, 0.5092041601288086, 0.5064432832995209, 0.5064432832995209, 0.5009205189599892, 0.4917160780856239, 0.46141502858974687, 0.32540282907907503, 0.30319063909252536, 0.23802513721984941, 0.18428819244207262, 0.1631679274437725, 0.14540801215840354, 0.1417856942140951, 0.1360603758040403]",R3QI2H
b3r1k1/6bp/6p1/p1Bp2N1/3p2pP/1P6/P4P2/2RQ1RK1 w - - 0 28,"['d1g4', 'd1d3', 'f1e1', 'c5d4', 'c5a3', 'c5b6', 'c5a7', 'a2a4', 'c1c2', 'g1g2', 'c5e7', 'h4h5', 'd1e1', 'b3b4', 'c5d6', 'f2f3', 'c1a1', 'a2a3', 'd1c2', 'g1h1', 'c5b4', 'g1h2', 'd1d2', 'g5e6', 'd1d4', 'f2f4', 'c1b1', 'g5f7', 'g5h7', 'g5f3', 'c5f8', 'c1c3', 'g5h3', 'c1c4', 'd1e2', 'd1f3', 'g5e4']","[0.9713560423949132, 0.9642727883320891, 0.9637619020655448, 0.9529458654566646, 0.9510960311122988, 0.9509244841014268, 0.9470030846724865, 0.9449331228099052, 0.944741213373952, 0.944741213373952, 0.9439672620847577, 0.9429854825478073, 0.9429854825478073, 0.9423886797410227, 0.9419875579104375, 0.9413809586159809, 0.940768415330401, 0.9405629047351268, 0.9395252970481944, 0.9388946215797787, 0.9386830333890033, 0.9384707605506822, 0.9382578011823652, 0.9380441533987436, 0.9367477040415197, 0.934530615097882, 0.9324736524133876, 0.9324736524133876, 0.9217953120023011, 0.9209952833572687, 0.918825175883201, 0.9185501223458379, 0.9055778121403019, 0.8791750393023381, 0.8643718654361714, 0.8604397898547235, 0.8604397898547235]",41F34O
3r4/ppp5/2p1RkqQ/8/8/6P1/P4P1P/5RK1 b - - 0 27,"['f6e6', 'f6f7', 'f6f5']","[0.013973997014054662, 0.0, 0.0]",MREVBI
R7/P4p2/5kp1/5p2/r7/5P1P/3p2PK/8 w - - 0 46,"['a8d8', 'a8g8', 'a8h8', 'a8f8', 'a8e8', 'a8c8', 'a8b8', 'f3f4', 'h3h4', 'h2g3', 'h2h1', 'g2g3', 'g2g4', 'h2g1']","[0.5027615319200139, 0.16671791636261035, 0.1626657842885849, 0.1621648870000681, 0.14678605153511798, 0.13348426760561977, 0.1322117556602187, 0.06637629759533209, 0.06238521496986116, 0.0447958973277337, 0.0, 0.0, 0.0, 0.0]",3TVJRC
Q1r3k1/5ppp/2b1nb2/B1Pp4/3P4/P4N2/4BPPP/1R4K1 b - - 0 25,"['c8a8', 'c6a8', 'c6d7', 'c8f8', 'c8e8', 'c8d8', 'c6b7', 'e6f8', 'g7g6', 'c6a4', 'g8f8', 'c6e8', 'f6d8', 'h7h6', 'g7g5', 'h7h5', 'f6e7', 'f6g5', 'g8h8', 'c6b5', 'f6h4', 'f6d4', 'e6d8', 'f6e5', 'e6c7', 'c8b8', 'e6c5', 'e6d4', 'e6g5', 'e6f4']","[0.36447485800156987, 0.23470217892023404, 0.057611320258977305, 0.03399318847108357, 0.0286439576050867, 0.0262849933135485, 0.02326395680932436, 0.02065715888242875, 0.0165704222115447, 0.011822472918837867, 0.011072706579980773, 0.009329548095623141, 0.008768427297940529, 0.008768427297940529, 0.008609851138726643, 0.0064981314268976464, 0.006287652414636136, 0.005780040154164001, 0.005696015069602656, 0.005592689685549768, 0.005371888218596299, 0.005332684261556642, 0.0053131891312661605, 0.004974155419498971, 0.0020092411963740786, 0.0, 0.0, 0.0, 0.0, 0.0]",IXYDPQ
r1bq1rk1/pp2ppb1/2nP1np1/7p/4PB2/2N2P2/PPPQ2PP/R3KBNR w KQ - 1 9,"['d6e7', 'f1c4', 'e1c1', 'g1e2', 'f1b5', 'a1d1', 'h2h4', 'a2a3', 'h2h3', 'g1h3', 'f4e3', 'f1e2', 'f4g5', 'a2a4', 'f1d3', 'f4h6', 'e4e5', 'f4g3', 'g2g3', 'a1b1', 'c3b5', 'd2f2', 'c3d1', 'a1c1', 'c3a4', 'd2e3', 'e1d1', 'd2d3', 'd2e2', 'b2b3', 'g2g4', 'd2d1', 'd2c1', 'c3d5', 'c3e2', 'b2b4', 'e1f2', 'd6d7', 'e1e2', 'c3b1', 'f1a6', 'f4e5', 'd2d5', 'd2d4']","[0.7284548928928163, 0.6999119059295844, 0.6897629617356684, 0.6810298210979692, 0.6810298210979692, 0.6729785473928086, 0.6713557948833915, 0.6689139863954203, 0.6524068491501985, 0.6414742687583961, 0.6414742687583961, 0.6406270050754315, 0.6389298484637961, 0.6346718261450347, 0.6312501413084699, 0.6312501413084699, 0.6295343100667656, 0.6269544312155905, 0.6226385940780689, 0.6217730635233241, 0.6139489294360486, 0.6095763271311208, 0.6051860475782356, 0.603425129353426, 0.5998952814867482, 0.591915609324709, 0.5901355884591462, 0.5883532029754936, 0.5865684965842631, 0.585675286773559, 0.5758139966794447, 0.5586421525846197, 0.5486333135073832, 0.5413288883579234, 0.5394998785122574, 0.5321736834106171, 0.531256867324871, 0.5294226081270875, 0.5285051773118131, 0.3450924067173986, 0.3102370382643316, 0.20088375754720622, 0.11507973387664883, 0.07900471664273123]",MSGU9W
rnbqkb1r/pp2pppp/2p5/3p4/3P4/2PB4/P1P2PPP/R1BQK1NR w KQkq - 0 6,"['g1f3', 'a1b1', 'd1e2', 'c3c4', 'd1f3', 'c1f4', 'c1e3', 'c1g5', 'a2a4', 'd1h5', 'c1a3', 'c1b2', 'g1e2', 'c1d2', 'a2a3', 'd3e2', 'f2f4', 'h2h3', 'd1d2', 'h2h4', 'g2g3', 'd3f1', 'g1h3', 'f2f3', 'e1f1', 'e1e2', 'g2g4', 'e1d2', 'c1h6', 'd3h7', 'd3c4', 'd3e4', 'd3a6', 'd3b5', 'd3f5', 'd3g6', 'd1g4']","[0.44590191339485113, 0.44135784741538037, 0.4341080334601539, 0.4286889425850106, 0.4223883025523238, 0.4214902195015801, 0.4179031343602754, 0.41611281849809095, 0.4089741028083871, 0.40010471851325186, 0.40010471851325186, 0.3983384732724953, 0.39657487064657393, 0.39305576011188204, 0.38954771790854137, 0.38779794964864106, 0.38430712075371815, 0.3799603223030577, 0.3799603223030577, 0.3773614059219311, 0.3602211364871788, 0.354302733312082, 0.33271896373429855, 0.3294571208942188, 0.32783231450251976, 0.32057201036650806, 0.3086633877322417, 0.3047486873684638, 0.14133824015919433, 0.1369283400318172, 0.11101893141984764, 0.10429994894276634, 0.09859535787713025, 0.09632824270174412, 0.08144987765416223, 0.07688776954513865, 0.04189591869906967]",KZKT8V
8/7p/1pR3p1/1r2k3/4P3/6PB/7P/6K1 w - - 3 39,"['c6e6', 'c6c7', 'h3f1', 'h3e6', 'h3d7', 'h3g4', 'c6c4', 'c6c3', 'c6c1', 'c6c8', 'c6c2', 'g1f2', 'h3g2', 'h3c8', 'g1h1', 'g1f1', 'g1g2', 'g3g4', 'h3f5', 'c6b6', 'c6g6', 'c6f6', 'c6d6', 'c6c5']","[0.8101122207399027, 0.7997066738661006, 0.7955463025225148, 0.7901034009176923, 0.7901034009176923, 0.7731409791199124, 0.7711976913496135, 0.769895677548341, 0.7666179647685237, 0.7659585393189785, 0.7619748627801506, 0.7606366555288884, 0.7606366555288884, 0.7579448072556428, 0.7552324281876817, 0.7552324281876817, 0.7511255009383484, 0.7091095639886315, 0.531256867324871, 0.3983384732724953, 0.18819434981303984, 0.12319149084862219, 0.11773067562385076, 0.10779026169080513]",NOZAJC
2k5/ppp4p/8/8/PP2pr2/6NK/2PR1P2/R7 w - - 0 31,"['a1d1', 'd2e2', 'b4b5', 'a1e1', 'a1h1', 'h3g2', 'a1b1', 'c2c3', 'a4a5', 'c2c4', 'a1g1', 'g3h5', 'h3h2', 'd2d1', 'd2d4', 'a1f1', 'a1a2', 'a1a3', 'g3f1', 'd2d5', 'a1c1', 'f2f3', 'g3h1', 'g3e4', 'g3e2', 'g3f5', 'd2d6', 'd2d7', 'd2d8', 'd2d3']","[0.9289117607815935, 0.9276863940933961, 0.9266921092161773, 0.9251770618720677, 0.9249217724737815, 0.9244087913527328, 0.9236332834865534, 0.9228504835073755, 0.9223245385736566, 0.9177198589157038, 0.9163189534721607, 0.9148964080224704, 0.9134519639532505, 0.9113924591731603, 0.911094657452666, 0.9101958264520412, 0.9098944005759381, 0.9089846472089855, 0.9077587883502571, 0.9052624993351271, 0.9049462440995383, 0.9023820254495157, 0.8994237016771093, 0.8974074907624713, 0.8871510237600677, 0.8735912627088477, 0.8038032652913998, 0.7857969855524269, 0.7572686349297898, 0.6983628994701436]",470BXU
8/6pk/6b1/P5p1/1P1Q2P1/1qP4P/8/4R1K1 b - - 0 41,"['b3a2', 'g6f7', 'h7h8', 'b3f7', 'h7h6', 'b3a3', 'b3a4', 'b3g8', 'h7g8', 'b3b2', 'b3c2', 'g6c2', 'g6b1', 'g6f5', 'b3b1', 'g6h5', 'g6e8', 'b3e6', 'g6d3', 'b3d1', 'g6e4', 'b3c3', 'b3b4', 'b3d5', 'b3c4']","[0.1280441483889645, 0.11849774804133456, 0.11583180176076446, 0.11248087332490314, 0.11211381938667214, 0.10921491048911158, 0.10743666150648551, 0.10361398030487234, 0.09664924125145591, 0.09101535279101453, 0.08539072061698, 0.07482293812793234, 0.06089447299741191, 0.06005764149544496, 0.047219514800256934, 0.045911801549257114, 0.042043969347174914, 0.026856386991713777, 0.025087267386217804, 0.003145057413533603, 0.0, 0.0, 0.0, 0.0, 0.0]",E0SRHB
6k1/2B2ppp/p1p5/8/8/6PP/PP6/4q2K w - - 0 24,"['h1h2', 'h1g2']","[0.04656129154388233, 0.042043969347174914]",1XDCLJ
8/2p5/1pNpk3/p7/4Pp1r/3P1Kn1/PPP5/R7 w - - 0 39,"['b2b4', 'c6d4', 'f3g2', 'a1e1', 'a1g1', 'a1d1', 'a2a4', 'b2b3', 'a2a3', 'c2c4', 'a1c1', 'c6a7', 'a1b1', 'c2c3', 'd3d4', 'c6d8', 'c6b8', 'f3f2', 'e4e5', 'c6a5', 'c6b4', 'c6e7', 'c6e5', 'a1h1', 'a1f1']","[0.5229967635676993, 0.5229967635676993, 0.519321294202434, 0.5165632973121441, 0.5156437324214209, 0.5138042910293155, 0.5092041601288086, 0.5064432832995209, 0.5064432832995209, 0.5036820134406647, 0.5036820134406647, 0.5027615319200139, 0.5027615319200139, 0.5027615319200139, 0.497238468079986, 0.48619570897068454, 0.4724124461074959, 0.45227865991833244, 0.4295909740554304, 0.21296608731927869, 0.1761298362785808, 0.1548000581683256, 0.14495105737956576, 0.1284558117032647, 0.10743666150648551]",SM91JS
R7/1p1k2p1/1p3p1p/2p3r1/8/1PP1PPP1/P4KP1/8 w - - 0 29,"['c3c4', 'e3e4', 'a8g8', 'f3f4', 'g3g4', 'a8b8', 'a2a4', 'a8f8', 'a2a3', 'a8a7', 'a8h8', 'a8a4', 'a8a3', 'b3b4', 'f2f1', 'f2g1', 'f2e1', 'f2e2', 'a8a6', 'a8c8', 'a8a5', 'a8e8', 'a8d8']","[0.7511255009383484, 0.7504365514263222, 0.7455783621617914, 0.7356767892949336, 0.7233265559941559, 0.7225890732124075, 0.7121382389811245, 0.6968093609074746, 0.6794279896334919, 0.6689139863954203, 0.6623581358171662, 0.6465391720148663, 0.6431661450174323, 0.6372292155838937, 0.6329626589047256, 0.623503343299711, 0.6217730635233241, 0.613075853553636, 0.12082496069766191, 0.11470529526403384, 0.1135883369859218, 0.11029421425487995, 0.10921491048911158]",WX1AGQ
N7/p5P1/k1n5/8/1p6/2PQ4/PP5P/6K1 b - - 1 41,"['a6a5', 'a6b7']","[0.0, 0.0]",OWKC2B
r1bqk1nr/1ppp1ppp/p1nb4/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5,"['g8f6', 'b7b5', 'g8e7', 'd6e7', 'd8f6', 'c6d4', 'a8b8', 'h7h6', 'b7b6', 'd8e7', 'a6a5', 'd6f8', 'd6c5', 'f7f6', 'g8h6', 'f7f5', 'd6b4', 'e8f8', 'g7g6', 'h7h5', 'g7g5', 'c6a5', 'c6a7', 'c6b4', 'e8e7', 'a8a7', 'c6e7', 'c6b8', 'd6a3', 'd8g5', 'd8h4']","[0.43139643471891215, 0.4223883025523238, 0.4205926555346196, 0.40808439067529095, 0.4071952805672289, 0.39569407338298884, 0.39569407338298884, 0.3904236728688792, 0.38779794964864106, 0.3773614059219311, 0.37563269360828333, 0.3721847977876407, 0.37132483661091226, 0.3661823363988792, 0.36447485800156987, 0.36192003565750486, 0.3602211364871788, 0.3576793498105364, 0.35598925108778084, 0.3509405771225878, 0.3434299837156404, 0.33190198331248677, 0.33027105825721115, 0.32459507444197383, 0.32057201036650806, 0.32057201036650806, 0.316575437139995, 0.31102551666780703, 0.09162643894872474, 0.03484980600680582, 0.03211083716410651]",TBUVTN
rn3r1k/pp5p/3pQ2p/4p3/4P3/N4N2/PPq2PPP/R4RK1 b - - 1 13,"['c2e4', 'c2e2', 'c2a4', 'c2d3', 'c2c6', 'c2c7', 'c2b2', 'c2c5', 'c2c8', 'f8f3', 'c2f2', 'b8c6', 'c2c3', 'f8c8', 'f8f4', 'b8a6', 'a7a6', 'a7a5', 'f8g8', 'c2c4', 'c2b3', 'c2c1', 'b7b5', 'c2b1', 'b8d7', 'c2d1', 'b7b6', 'h8g7', 'c2d2', 'h6h5', 'f8f7', 'd6d5', 'f8f5', 'f8e8', 'f8d8', 'f8f6']","[0.16518898331549792, 0.12438962914872875, 0.12121664079671651, 0.12082496069766191, 0.12004487506796785, 0.11734875537361839, 0.10921491048911158, 0.1049899270693318, 0.08860754082683975, 0.05882255957786381, 0.047054134543335346, 0.04029993760307693, 0.04015777081918681, 0.03876229404260456, 0.03794746924107789, 0.03728104017137718, 0.03636691402549663, 0.03623809793445515, 0.03509835197193423, 0.03423584182026751, 0.03411430701868834, 0.03399318847108357, 0.03399318847108357, 0.03315690346620226, 0.03303906778830695, 0.032340503581300584, 0.031656225980229935, 0.03154354953282035, 0.031096711722832793, 0.03054677475132911, 0.03043792313186805, 0.020287976797664864, 0.011822472918837867, 0.007068359247878742, 0.006450761471502087, 0.006061724361969445]",59TADP
1r3rk1/3p1pp1/4p2p/2R1P3/5P2/2Q5/P3NKP1/7R w - - 2 27,"['h1a1', 'h1c1', 'h1d1', 'c3d2', 'h1e1', 'c3c2', 'c3d4', 'f2e3', 'c3f3', 'h1h4', 'c3c1', 'a2a4', 'h1g1', 'h1f1', 'c3e3', 'f2f3', 'c3a3', 'g2g4', 'g2g3', 'a2a3', 'c3c4', 'e2c1', 'h1h3', 'c5c4', 'f2e1', 'f4f5', 'e2d4', 'c3h3', 'c3d3', 'c5c7', 'c5a5', 'c3a1', 'h1h2', 'f2g1', 'c3g3', 'h1h5', 'e2g3', 'f2f1', 'c3a5', 'c3e1', 'c3b3', 'e2g1', 'f2g3', 'h1h6', 'c5c6', 'c5b5', 'h1b1', 'c5d5', 'c5c8', 'c3b4', 'c3b2']","[0.9579560306528251, 0.9570571703188654, 0.954249218538664, 0.9534387084561177, 0.9532749754520927, 0.9527804851997431, 0.9514374200347449, 0.9510960311122988, 0.9505796766021984, 0.9497075839757998, 0.9497075839757998, 0.94953142496586, 0.9493546818291817, 0.9489994363478353, 0.9488209305808852, 0.9479195027365241, 0.9479195027365241, 0.9479195027365241, 0.9471875779295696, 0.9470030846724865, 0.9468179830995469, 0.9466322714581435, 0.9462590109431572, 0.9462590109431572, 0.9455050916144496, 0.9443555040259799, 0.9429854825478073, 0.9427871965039627, 0.9423886797410227, 0.9417860155204972, 0.941583816368384, 0.9413809586159809, 0.940768415330401, 0.9393157515341269, 0.9388946215797787, 0.9378298153116633, 0.9371826403057347, 0.9369655220668455, 0.9347555362081339, 0.932935873914047, 0.9313051425398847, 0.9279330153788143, 0.9266921092161773, 0.9143212727289114, 0.9128679966877029, 0.9119853621643293, 0.9098944005759381, 0.9080666365586876, 0.8914994675781045, 0.7795341070238575, 0.7565911803366755]",0PMEJI
rnbqk1nr/pp3ppp/3bp3/3p4/2pP4/2N1PNB1/PPP2PPP/R2QKB1R b KQkq - 1 6,"['d6b4', 'a7a6', 'd6e7', 'g8f6', 'd6g3', 'b8c6', 'd6f8', 'd6c7', 'g8e7', 'h7h6', 'b7b5', 'a7a5', 'd8e7', 'd8b6', 'f7f5', 'b7b6', 'f7f6', 'd8c7', 'g8h6', 'h7h5', 'g7g6', 'd8d7', 'b8a6', 'e8f8', 'e8e7', 'e8d7', 'g7g5', 'e6e5', 'b8d7', 'd6a3', 'c8d7', 'd8a5', 'd6c5', 'd6f4', 'd6e5', 'd8f6', 'd8h4', 'd8g5']","[0.545896437602999, 0.5064432832995209, 0.5064432832995209, 0.5027615319200139, 0.49079583987119135, 0.47700323643230064, 0.47608474251652944, 0.4705773918729125, 0.467826316589383, 0.45501647940453177, 0.4513666864926168, 0.4486327495624493, 0.44590191339485113, 0.4404501867400794, 0.4395429240174578, 0.4395429240174578, 0.4359179701815651, 0.43501278527292314, 0.4304934733529298, 0.4304934733529298, 0.4295909740554304, 0.4295909740554304, 0.4232868990440539, 0.4045316164166957, 0.3799603223030577, 0.3534608279851336, 0.33190198331248677, 0.26004961055879766, 0.13348426760561977, 0.13263477974550358, 0.1276336111356119, 0.11321813012886112, 0.11101893141984764, 0.09348188324070156, 0.09071118696593633, 0.08801463783567065, 0.04639810436439451, 0.04234157258354487]",IDV5AM
rn2k2r/ppp3pp/5p2/b2qp3/6b1/2PPBN1P/PP2QPP1/R3KB1R b KQkq - 0 10,"['g4h5', 'g4f3', 'g4f5', 'g4e6', 'g4c8', 'g4d7', 'e5e4', 'a5c3', 'g4h3', 'd5c6', 'b8c6', 'h7h5', 'b8d7', 'g7g6', 'a5b6', 'b8a6', 'a7a6', 'h7h6', 'd5d7', 'c7c6', 'b7b5', 'd5d6', 'f6f5', 'c7c5', 'h8g8', 'd5f3', 'h8f8', 'd5b5', 'd5f7', 'd5e6', 'b7b6', 'd5g8', 'e8g8', 'g7g5', 'e8d7', 'e8f8', 'a5b4', 'e8d8', 'e8f7', 'd5d8', 'e8e7', 'd5d3', 'd5d4', 'd5a2', 'd5e4', 'd5c5', 'd5b3', 'd5c4']","[0.48619570897068454, 0.467826316589383, 0.45227865991833244, 0.4468118376315084, 0.38954771790854137, 0.3808281678856246, 0.23010432245165907, 0.19852984077617208, 0.15869338408054756, 0.15145771517415685, 0.1417856942140951, 0.1347671251678204, 0.13053108330810298, 0.12969757635818585, 0.1280441483889645, 0.12640873729115243, 0.1260026858061437, 0.1260026858061437, 0.12519393136296175, 0.12319149084862219, 0.12200328516817582, 0.12004487506796785, 0.11811367252912824, 0.11583180176076446, 0.1139595988024229, 0.11174781242532256, 0.110656053362296, 0.11029421425487995, 0.10993341208440888, 0.10921491048911158, 0.10779026169080513, 0.10743666150648551, 0.10743666150648551, 0.1056839310673574, 0.10533642481155803, 0.10429994894276634, 0.10429994894276634, 0.10259250923752877, 0.10157996710955025, 0.09892308421915808, 0.09193336344131242, 0.0718211393064348, 0.06174219881763471, 0.06089447299741191, 0.0506453181708183, 0.04907551589857312, 0.03534860562476522, 0.03339379353190336]",NKC48M
rnbqk2r/ppp1bppp/4pn2/8/3P4/2N2N2/PPP1BPPP/R1BQK2R w KQkq - 1 7,"['e1g1', 'a2a3', 'c1f4', 'a2a4', 'c1e3', 'h2h4', 'd1d3', 'h2h3', 'f3e5', 'b2b3', 'g2g4', 'c1g5', 'd1d2', 'e2d3', 'a1b1', 'c1d2', 'e2c4', 'g2g3', 'h1g1', 'e2b5', 'c3b5', 'c3a4', 'f3g5', 'e2f1', 'f3g1', 'f3h4', 'h1f1', 'c3b1', 'e1f1', 'e1d2', 'f3d2', 'b2b4', 'd4d5', 'c1h6', 'c3e4', 'c3d5', 'e2a6']","[0.5622703840425896, 0.5604570759825421, 0.5586421525846197, 0.5495449603745888, 0.5495449603745888, 0.5486333135073832, 0.545896437602999, 0.545896437602999, 0.5440703011199586, 0.5413288883579234, 0.5330902822991305, 0.5330902822991305, 0.5321736834106171, 0.5321736834106171, 0.5294226081270875, 0.5294226081270875, 0.5257517538936253, 0.5248335896523929, 0.522078114090291, 0.519321294202434, 0.5165632973121441, 0.5156437324214209, 0.5119644756166626, 0.5018410316799476, 0.497238468079986, 0.49631798655933523, 0.49539752999711567, 0.4944771046316658, 0.48711557303526726, 0.4742482461063748, 0.4196956162806843, 0.4027589492090241, 0.3627707844161063, 0.25442163783820854, 0.17453266737981438, 0.13433835352772516, 0.13053108330810298]",K9CSPF
